RMS,Mean,MA1,MA2,MA3,F1,F2,F3,FailureID
41.567830961373645,291.4745541666667,61851671.0,5529425.906231768,4856669.0503099365,0.0,100.0,100.4,1.0
41.6803039016432,287.6956416666667,61660804.0,5406919.768850396,4812604.845618846,0.0,100.0,20.0,1.0
42.95907121901031,266.00310833333333,61332714.0,6162904.985641603,4553868.493866069,0.0,100.0,100.4,1.0
42.1189871574171,267.1972375,61195623.0,5372226.1294017015,4980170.917384916,0.0,100.0,100.4,1.0
42.50387462730114,338.88164166666667,61239148.0,5437400.459222919,5074772.1466495255,0.0,929.6,100.4,1.0
40.24794264928333,281.13452083333334,62180715.0,6985775.535906175,4628121.587391071,0.0,100.0,27.6,1.0
43.77094570031586,286.6107625,60658733.0,5282905.819708242,4259001.798554486,0.0,100.0,100.4,1.0
40.818384083237135,272.98800416666666,62372645.0,7793998.783441336,4335596.66727383,0.0,100.0,317.20000000000005,1.0
39.857422823944184,270.7945875,62489829.0,6517441.179395877,4268649.08554282,0.0,100.0,30.0,1.0
41.646554829501405,276.7107125,61698131.0,6666708.341829118,4603318.765350584,0.0,100.0,20.8,1.0
41.0018842554827,296.3730125,61622187.0,7319712.71646362,6000314.9719881965,0.0,20.400000000000002,100.4,1.0
42.060986921770315,272.0822875,61969001.0,6083595.309207256,3592599.7710472005,0.0,100.4,300.8,1.0
40.098568137362044,268.6331,62021824.0,6148471.9763556225,4484770.588192224,0.0,100.4,100.0,1.0
40.19198583051104,269.58133333333336,62245414.0,6012852.030474555,4072909.113842443,0.0,100.0,317.6,1.0
43.2039696285731,273.52268333333336,61935364.0,7567654.3112617945,4294521.754691613,0.0,100.0,20.0,1.0
40.65133500267857,273.9315041666667,61882029.0,6602753.712885291,5150945.142398138,0.0,100.0,100.4,1.0
41.05019681235808,276.8611333333333,62099664.0,7312217.697405551,3370028.2485993523,0.0,100.0,20.400000000000002,1.0
41.40245740492546,309.48260416666665,61854039.0,7296700.727889111,6723114.00176145,0.0,29.6,34.800000000000004,1.0
41.78218345379603,272.77897083333335,61807231.0,6335535.815271681,4555163.3260275535,0.0,100.0,20.400000000000002,1.0
41.30007062140855,263.17539166666666,61355978.0,5324433.872094155,4693496.339038188,0.0,100.4,100.0,1.0
41.32604147709609,276.51744583333334,61954657.0,6016519.120433735,5408314.362289186,0.0,100.0,67.60000000000001,1.0
40.73444401445374,275.3638625,61718119.0,5852091.031297047,5559032.552603493,0.0,100.0,20.400000000000002,1.0
41.89438566204307,270.821825,61627378.0,7257019.1342198,3384206.447522228,0.0,100.0,20.400000000000002,1.0
42.55148293538076,268.83478333333335,61515668.0,5637096.092869133,4573370.789568767,0.0,100.0,100.4,1.0
42.932153160539244,281.427975,61385872.0,5729798.485709231,5284920.745525926,0.0,100.4,29.200000000000003,1.0
42.471820559833155,294.065225,61924962.0,7602272.759027622,4484792.865173124,0.0,100.4,26.0,1.0
40.22304102335708,304.73344583333335,60992329.0,6595144.475467716,4274401.240625502,0.0,100.4,421.20000000000005,1.0
43.15645220203657,298.3734083333333,61575966.0,5933125.123713669,4440572.059904144,0.0,100.4,39.6,1.0
41.811985422842575,275.347775,61619694.0,6137333.163870855,5051224.446835867,0.0,100.4,34.0,1.0
41.055147109304905,271.4688541666667,61788265.0,5515939.114641911,4349975.351904657,0.0,100.4,100.0,1.0
41.012529843532775,265.9356125,61145519.0,5981377.179451814,5058070.929953663,0.0,100.4,100.0,1.0
41.24332395471215,270.5159291666667,61210685.0,5204374.785856589,4793383.196655056,0.0,100.0,100.4,1.0
42.28356502038745,275.9296125,61316651.0,5643157.303399557,4665331.016196063,0.0,100.0,100.4,1.0
40.8348321493632,274.5710583333333,62191798.0,5243047.554047669,4343249.7945145415,0.0,100.4,100.0,1.0
40.31045713170054,273.8263625,62415633.0,5755078.630876257,5473176.68583442,0.0,100.0,20.400000000000002,1.0
41.08336362405915,267.0688,61937886.0,7743632.620233882,3774744.722878224,0.0,100.4,317.6,1.0
41.11955100678995,280.80446666666666,61855434.0,6576664.548007045,4507185.60501197,0.0,100.4,16.8,1.0
40.42323712915629,266.01100833333334,61752468.0,6138820.419092538,4279811.0490657445,0.0,100.4,100.0,1.0
41.744478377385434,264.3324083333333,61322546.0,6107479.13720186,4207548.737216293,0.0,100.0,100.4,1.0
41.99989940464143,287.6733,61962786.0,5661808.25231189,5449670.0253494335,0.0,100.0,100.4,1.0
38.28975363375081,271.6331666666667,62748390.0,6036283.464209032,4525389.567065068,0.0,100.0,100.4,1.0
29.195286577345552,249.27324166666668,59700250.0,5858103.193949194,3814850.647140188,0.0,100.0,100.4,1.0
19.345468892396138,265.1331166666667,63580012.0,6314943.627558774,4192977.162788424,0.0,100.0,100.4,1.0
3.656175141683815,265.41943333333336,63697968.0,6038769.620987019,4834280.454383515,0.0,100.0,100.4,1.0
14.852920588221025,257.32778333333334,61751428.0,6808671.794829496,3507236.277180999,0.0,100.0,317.20000000000005,1.0
8.098304606521046,259.7378875,62333417.0,7366353.356254467,3052337.049721141,0.0,100.0,300.40000000000003,1.0
16.79889827736728,264.827375,61847388.0,7184593.969817546,3489957.502351092,0.0,100.0,300.40000000000003,1.0
17.458597810248108,250.86592916666666,60194139.0,6358707.219034375,4158674.4841571236,0.0,100.0,317.6,1.0
9.36362732420864,250.81046666666666,60193388.0,6314680.437533999,3849143.1114999102,0.0,100.0,317.20000000000005,1.0
6.857879895905634,256.85420833333336,61643824.0,5071862.402381323,5052765.654058236,0.0,100.0,100.4,1.0
7.836987091138192,259.28203333333335,62227360.0,5234391.352741784,5025269.6340358555,0.0,100.0,100.4,1.0
17.06424087578075,256.51321666666666,61563096.0,6682933.273121189,3405589.8732451987,0.0,100.4,300.8,1.0
20.326701958261697,258.7245625,62006915.0,6679614.6839257255,3658047.6907625585,0.0,100.4,317.6,1.0
10.429202989682386,256.52091666666666,61560612.0,7759938.957176125,2637737.0999696716,0.0,100.4,318.40000000000003,1.0
18.74613904692555,259.66960416666666,62217353.0,8044386.49774895,3345084.9565755716,0.0,100.4,317.6,1.0
10.47042163270738,257.1479375,61674481.0,7595292.291288827,4368804.2550850455,0.0,100.4,317.6,1.0
16.29874956860188,267.52179583333333,64204571.0,6377030.772332104,3425858.6166759096,0.0,100.4,100.0,1.0
12.290452934425701,261.5033666666667,62758186.0,7303780.992417141,3635721.7378060278,0.0,100.4,317.6,1.0
17.12039135066719,256.6601,61254906.0,7740879.854025455,3278911.7348922985,0.0,100.4,317.6,1.0
14.994547342284129,262.79479166666664,63030286.0,7216963.4857430775,3151457.205552167,0.0,100.4,300.8,1.0
1.626403240282065,252.51832916666666,60598865.0,7380510.808950213,4014927.3971122205,0.0,100.4,317.6,1.0
13.385756266768544,259.0967375,62182905.0,7035100.599072989,3948730.168501494,0.0,100.4,317.6,1.0
21.07967939351387,248.49769166666667,59615240.0,7058928.940243108,4004379.278498204,0.0,100.4,318.0,1.0
12.886996029589932,254.62745,61083710.0,6734530.964181363,3783280.3235809007,0.0,100.4,318.0,1.0
11.298101057257366,258.9645958333333,62135249.0,5472717.917330213,4743586.98084337,0.0,100.4,100.0,1.0
18.152041437076253,264.27936666666665,63423618.0,6154648.370690728,4175989.247479864,0.0,100.4,20.8,1.0
12.182677763940077,256.90917916666666,61637517.0,5602993.612915309,4633232.814703828,0.0,100.0,100.4,1.0
25.924422365792456,252.7368,60603938.0,5375314.292522432,5028981.150379098,0.0,100.4,100.0,1.0
27.44269916571619,260.16142083333335,62343969.0,6652266.05464789,3666113.156737562,0.0,100.0,300.40000000000003,1.0
19.650314352871476,261.57382083333334,62688355.0,5254166.664281109,5236856.445394944,0.0,100.0,100.4,1.0
17.087295353566052,248.7680375,59701681.0,6392038.472445872,3705348.4867716315,0.0,100.0,318.0,1.0
9.615181572215196,257.4839083333333,61794222.0,5606271.63732061,4728201.701541801,0.0,100.0,100.4,1.0
5.9160325951322035,265.83785,63797392.0,6657006.808006773,3575709.763421672,0.0,100.0,100.4,1.0
8.940552975068153,257.0520875,61672329.0,5701371.867677312,4747380.3815165665,0.0,100.4,100.0,1.0
11.620161717176458,261.943175,62853484.0,5510344.30036152,4708605.399081689,0.0,100.4,100.0,1.0
